,Snitz and Bits,Salty Pidgin,salty pidgin,"Beef schnitzel in Pandoro breadcrumbs with pecorino cheese and Kāpiti apple and cucumber relish in a sesame bun, with shoestring fries and gravy.",Yes,$22,Hāpi Daze,$32,,,Possible,,,,,,X,,,,,,,,,,,,,,X
,Saucy Mana Mama,Sandbar Mana,sandbar mana,"Angus beef patty with bacon, cheesy jalapeño hash brown, Kāpiti Swiss and pimento sauce in a Zaida's turmeric and chilli bun, with potato medallions and salsa.",,$24,,,,,,,Possible,,,,X,,,,,,,,,,,,,X,
,The Leaning Tower,Santeria,santeria,"Beef brisket with spicy pepperoni, streaky bacon, mozzarella, red onions, gherkin, tomato, American cheddar and burger sauce in Zaida's brioche bun.",,$18,Pils'n'Thrills,$26,,,,,,,Yes,,X,,,,,,,,,,,,,,
,S.F.C Tower of Caesar,Scopa,scopa,"Fried chicken with crumbed fried mozzarella, prosciutto, cos lettuce, red onion and housemade Caesar dressing in a Zaida's sesame bun, with Italian fries, tomato salt and aioli.",Yes,$25,Noon Juice,$33,3.3,,,,,,Yes,,,X,,,,,,,,,,,,,X
,The Womble of Wellington,Scorch-O-Rama,scorch-o-rama,"Buttermilk fried chicken with bacon, avocado, pickles, smoked cheese, lettuce, chutney and chorizo aioli in a Brezelmania charcoal bun.",,$18,Hophaus Alt,$30,,,,,,,,,,X,,,,,,,,,,,X,,
,Lamb In a Pickle,Seashore Cabaret Cafe,seashore cabaret cafe,"Beer-braised spiced lamb with deep-fried halloumi crackling, chimichurri slaw, poblano-feta cream and radish pickle in a brioche bun, with handcut fries.",Yes,$20,Noon Juice,$28,2.3,,Possible,Possible,,,Yes,,,,,X,,,,,,,,,X,,X
,Nice to Meat you,Seize,seize,"Plant-based 'beef' patty with plant-based cheese, kale, dill pickle, housemade BBQ sauce and aioli in a bun, with rainbow slaw.",,$19,,,,,Yes,Possible,Yes,Yes,,,X,,,,,,,X,,X,,,X,,
,Honey Bunny,Seoul Salon,seoul salon,"Dakgangjeong with a sweet and spicy Greytown mānuka honey sauce, cheddar, garlic cheese sauce, fried kimchi, gherkin, Asian slaw, lettuce and gochujang aioli in a brioche bun, with kimchi salt fries.",Yes,$15,Hāpi Daze,$25,3.7,,,,,,Yes,,,,,,,,,,,,,,,,X
,Plenty of Other Fish In the Sea,Shepherd,shepherd,"A rotating line up of beer-battered locally caught fish, with shredduce and tartare sauce in a Leeds Street Bakery bun, with triple-cooked fries and seaweed seasoning.",Yes,$21,Pickle Beer,$31,,,Yes,Possible,Possible,Possible,Yes,,,,,,,,,,,,,,,,X
,Sataysfaction,Siem Reap,siem reap,"Flame grilled chicken thigh with young green jackfruit, caramelised onions, Asian slaw and satay sauce in an Arobake bun, with roti strips.",,$24,Hāpi Daze,$34,,,,,,,,,,X,,,,,,,,,,,,,
,The Lambie,The Simply Grill Kitchen,simply grill kitchen,"Slow-cooked lamb shoulder with Ōtaki beetroot, feta creme, picked slaw and housemade burger sauce in an Arobake brioche bun, with handcut chips.",Yes,$25,Hāpi Daze,$34,,,,,,,,,,,,X,,,,,,,,,,,
,Pretty Fly For a Fungi,Small Batch,small batch,"Parkvale mushroom and black rice patty with spiralized turmeric zucchini, onion bhaji, beetroot relish, vegan cream cheese and Parkvale mushroom and walnut spread in a housemade kūmara bun.",,$18,,,,,Yes,,Yes,Yes,,,,,,,,,,X,,,,,,,
,"Don't Have a Cow, Man",Sojourn Café & Bar,sojourn café & bar,"Plant-based patty with mushroom 'bacon', gherkin, red onion, lettuce, vegan mayonnaise, English mustard and ketchup caviar in a Brezelmania sesame bun, with purple, golden and red kūmara chips.",Yes,$25,Pickle Beer,$35,,,Possible,Possible,Yes,Possible,Yes,,,,,,,,,X,,,,,,,
,Swamp Thing,Soul Shack,soul shack,"Fried chicken with fried Waikanae Butcher Andouille sausage, fried okra, onion rings, chargrilled capsicum and a Louisiana-style gumbo gravy in a garlic-buttered bun, with crinkle-cut fries, gumbo gravy and bacon.",Yes,$21,Electric Dry Hop Acid Test,$28,3.8,,,,,,,,,X,,,,,,,,,,,,,X
,"Hey, Ewe - Pass the Crisps",Southern Cross Garden Bar Restaurant,southern cross garden bar restaurant,"Slow-cooked lamb shoulder with Zany Zeus halloumi, cos lettuce, dashi mayonnaise and apple and mint jelly in a Pandoro ciabatta bun, with cider vinegar and sea salt crisps.",,$24,Garagista,$35,,,Possible,Possible,,,Yes,,,,,X,,,,,,,,,,,
,The Crayfish King,The Speight's Ale House,speight's ale house,"Grilled Cook Strait crayfish and Palliser Bay kingfish with buttercrunch lettuce and cheese sauce in a black sesame bun, with kūmara fries.",Yes,$26,,,,,,,,,,,,,,,,X,,,,,,,,,X
,Risk it for Brisket,Spruce Goose,spruce goose,"Wagyu beef brisket with jalapeño cheese, braised red cabbage, bread and butter pickles, aioli and housemade chipotle mustard sauce in a Brezelmania brioche bun, with pork crackling-dusted waffle fries.",Yes,$25,,,,,,,,,,,X,,,,X,,,,,,,,X,,X
,Kong Bao,St Johns Bar & Eatery,st johns bar & eatery,"Grilled Kong Bao chicken marinated in Wellington Honey with pickled bok choy, slaw, coriander jam and hoisin aioli in a steamed bao bun, with wonton crisps and housemade sweet 'n' sour sauce.",,$20,Fugazi,$28,,,Yes,Possible,Possible,Possible,Yes,,,X,,,,,,,,,,,X,,
,Nom Nom Birdie,Steps Restaurant,steps restaurant,"Double stack buttermilk fried chicken with bacon, cabbage, cheese, fried egg, avocado and pineapple sauce in a Pandoro brioche bun, with sea salt fries.",Yes,$22,Pils'n'Thrills,$29,,,Possible,Possible,Possible,Possible,Yes,,,X,,,,,,,,,,,,,X
,The Fiesta,Strathmore Local Restaurant & Bar,strathmore local restaurant & bar,"Spicy fried chicken tenders with iceberg lettuce, housemade corn and coriander salsa and jalapeño aioli in a Zaida's squid ink and turmeric bun, with corn chips and salsa.",Yes,$20,Hāpi Daze,$30,,,,,,,,,,X,,,,,,,,,,,,,
,The Scarlet Lettuce,Sweet Bakery & Cakery,sweet bakery & cakery,"Dark chocolate raspberry cake patty with a Whittaker's White Chocolate lattice, cream cheese buttercream, raspberry coulis and freeze-dried raspberries in a housemade red velvet donut bun, with Six Barrel Soda Co. Strawberry & Cream syrup shards.",,$15,,,,,,,Yes,,Yes,,,,,,,,X,,,,,,,,
,All in a Pickle,Sweet Mother's Kitchen,sweet mother's kitchen,"Slow-cooked pulled beef brisket with pickles, pakora-style fritter, Mela apple cider vinegar-dressed daikon and purple cabbage slaw, mint chutney and a pilsner and cheddar queso dip in a sesame bun.",,$21,Pickle Beer,$30,,,,,,,Yes,,X,,,,,,,,,,,,X,,
,The Eden,Sweet Release,sweet release,"Housemade vegan 'pork' tocino with lettuce, tomato and a vegan fried egg in a pandesal bun.",,$17,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,X,,X,,,,,
,A Burger to Taco 'Bout!,Taco Queen,taco queen,"Grilled chicken tenders with housemade chilli con queso, corn chips, sour cream, lettuce and mild pineapple salsa in a Pandoro brioche bun.",Yes,$20,,,,,,,,,,,,X,,,,,,,,,,,,X,
,The Local,The Tasting Room,tasting room,"Smoky paprika buttermilk chicken thigh with Kāpiti Pakari Smoked Cheddar, Shoots NZ microgreen salad, gherkins, tomato and Fix & Fogg Smoke & Fire mayonnaise in a Brezelmania chilli corn bun, with handcut fries and aioli.",Yes,$25,,,,,,Possible,Possible,,,,,X,,,,,,,,,,,,X,X
,Namban,Tatsushi,tatsushi,"Turk’s chicken breast katsu with tartare sauce and sweet and sour tamari sauce in a Pandoro potato bun, with shichimi spiced fries.",Yes,$21,Hāpi Daze,$30,,,,,,,Yes,,,X,,,,,,,,,,,,,X
,Schnitzel Supreme,Tequila Joe's,tequila joe's,"Parmesan panko-crumbed chicken schnitzel with sweet 'n' spicy jalapeño, cabbage and apple slaw, smoked cheese and smoked paprika sauce in a Zaida's sesame seed spirulina bun, with housemade Baja fries.",Yes,$20,Fugazi,$29,,,,Possible,,,Yes,,,X,,,,,,,,,,,,,X
,Beefcake,Thistle Inn,thistle inn,"Short rib and rump beef patty with bacon, cheddar, pickles, whiskey sauce and spicy aioli in a beef jus-soaked Zaida's challah bun.",,$22,Noon Juice,$30,4.3,,,Possible,,,,,X,,,,,,,,,,,,X,,
,Temptress,Thorndon Chippery,thorndon chippery,"Free range pork and prawn patty with Asian-inspired slaw and kimchi mayonnaise in a sesame bun, with prawn crackers and Fix & Fogg Peanut Butter hoisin sauce.",,$15,Hāpi Daze,$25,2.7,,,,,,,,,,,,X,,,,,,,,,,
,The Cow-Boy,Thunderbird Café,thunderbird café,"Honey and buttermilk marinated deep-fried chicken in housemade chicken dust with iceberg lettuce, guacamole, pickles, pickled onions and bacon chipotle mayonnaise in a potato bun.",,$21,Bliss,$31,,,,,,,,,,X,,,,,,,,,,,X,,
,Oishii,TJ Katsu,tj katsu,"Japanese-style deep-fried chicken with Pickle & Pie pickles, mesclun, cabbage and sriracha mayo in a Pandoro panini bun, with fries.",Yes,$20,,,,,,,,,Yes,,,X,,,,,,,,,,,X,,X
,Seoul-Chick,Trade Kitchen,trade kitchen,"Fried chicken with kimchi, cos lettuce, spiced yoghurt and BBQ sauce in an Arobake milk bun, with spiced shoestring fries and aioli.",Yes,$20,Hāpi Daze,$29,,,Possible,Possible,Possible,,Yes,,,X,,,,,,,,,,,,,X
,Porchetta,Tricky's Sandwich Co.,tricky's sandwich co.,"Roasted pork loin and belly, with bacon and herb stuffing, apple slaw, roasted potatoes and red wine jus in a Zaida's ciabatta bun.",,$18,,,,,Yes,,,,,,,,,,X,,,,,,,,,,
,Chocolate Fusion,Tutaki Cafe,tutaki cafe,"Tomatillo and scallion marinated Angus fillet steak with masala crunchy kale, pancetta, cumin-tempered goats cheese, daikon and onion chutney and Kāpiti blue cheese in a fried dark chocolate bun, with tōgarashi-battered fries.",Yes,$20,,,,,,,Possible,,Yes,,,,,,,,,,,,,,,,X
,La Montagne de Fromage,Two Grey,two grey,"Chicken thigh with Mont D’Or cheese,  sweet and spicy pickled cucumber, coleslaw, The Drunken Nanny lettuce, Apostle Saint Philip Hot Sauce and spiced crème fraîche in a brioche bun.",,$28,Pickle Beer,$34,,,,Possible,Possible,,,,,X,,,,,,,,,,,X,,
,Cheeky Delight,Umu,umu,"Wagyu beef cheek with housesmoked Parkvale field mushrooms, lettuce, tomato, red onion, Kāpiti Kikorangi sauce and marrownaise in a sesame seed bun, with skinny fries.",Yes,$25,Hophaus Alt,$35,,,,Possible,,,Yes,,X,,,,,,,,,,,,,,X
,Matariki Lamb,Union Square,union square,"Matariki Terraces lamb with The Drunken Nanny Lemony goats cheese tzatziki in a soft white bun, with triple cooked chips.",Yes,$24,Hāpi Daze,$34,,,,,,,Yes,,,,,X,,,,,,,,,,,
,The G.O.A.T,The Victoria Tavern,victoria tavern,"12hr-braised Wairarapa curried goat with housepickled cucumber and onion bhaji in a yoghurt and coriander milk bun, with crispy spiced cauliflower.",,$24,,,,,,,,,,,,,,,,,,,,,X,,X,,
,The Elvis,Vinyl Bar,vinyl bar,"Smoked paprika braised brisket with Kāpiti Kikorangi mac 'n' cheese, tobacco onions and tomatoes in an Arobake buttermilk bun, with curly fries.",Yes,$22,Fugazi,$30,,,,,,,Yes,,,,,,,,,,,,,,,,X
,Vete a la Hamburguesa,Viva Mexico Left Bank,viva mexico left bank,"Housemade chilaquiles of salsa roja-soaked corn chips, refried beans and rump steak schnitzel with sour cream, Zany Zeus feta, onion, coriander, and habanero pickled red onions in an Arobake sourdough bun.",Yes,$19,DFA,$28,,,,,,,Yes,,,,,,,,,,,,,,X,,
,Pa' ti solito,Viva Mexico Newtown,viva mexico newtown,"Crispy chicken with jalapeño coleslaw and chipotle mayonnaise in an Arobake ciabatta bun, with patatas bravas.",,$21,Garagista,$29,,,,,,,Yes,,,X,,,,,,,,,,,,,
,La Puerca,Viva Mexico Petone,viva mexico petone,"Pork shoulder marinated in Ōtaki chillis, achiote paste and Mexican spices with avocado, tomato, chipotle salsa and jalapeño mayonnaise in an Arobake ciabatta bun, with fries.",Yes,$19,,,,,,,,,,,,,,,X,,,,,,,,,X,X
,Bambilicious!!!,Vivant! Restaurant,vivant! restaurant,"Venison patty with Asian-inspired aromatics, caramelised onion, tomatoes, Swiss, pickled vegetables, lettuce and sambal oelek mayonnaise in a Zaida's squid ink and turmeric milk bun, with makrut lime flavoured rice crackers.",,$25,,,,,,Possible,,,Yes,,,,,,,,,,X,,,,X,,
,Thai Fish Basket,Waterfront Bar,waterfront bar,"Thai-spiced fish patty with Asian-inspired slaw and shrimp cocktail in a Cafe Lane sesame seed bun, with fries.",Yes,$25,Noon Juice,$35,,,,,,,,,,,,,,,,,,,,,,,X
,Ffordd Pen Llech Burger,The Welsh Dragon Bar,welsh dragon bar,"Beef patty with lettuce, laver and aioli slaw, dill pickles, mānuka-smoked leek relish, Garage Project IPA and Kāpiti Kikorangi Blue Welsh rarebit topping in a soft bun.",,$18,Pickle Beer,$28,,,Possible,Possible,Possible,Possible,Yes,,X,,,,,,,,,,,,X,,
,Lambnation,Whiskey Lima Golf,whiskey lima golf,"Char-grilled lamb patty with mango yoghurt raita in a Arobake herbed milk bun, with potato fries.",Yes,$22,Hāpi Daze,$28,,,Possible,Possible,,,,,,,,X,,,,,,,,,,,X
,Have I Told You I'm Vegan,Whistling Sisters,whistling sisters,"Quinoa and lentil patty with smashed avocado, XPA battered onion rings, lettuce, cheddar, pineapple salsa and BBQ sauce in an Arobake charcoal bun.",,$20,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,X,,,,
,Braise the Roof,Whistling Sisters,whistling sisters,"Lager braised oxtail and wagyu brisket patty, with malted mustard aioli, fermented chilli romesco, saffron pickles and Kingsmeade aged manchego on an Arobake smoked paprika bun.",No,$20,,,,,,,,,,,X,,,,,,,,,,,,X,X,
,The Adventurer,Whitby CO-OP Bar and Kitchen,whitby co-op bar and kitchen,"Char-grilled pork patty with Fortune Favours The Adventurer sauce, apple and mustard relish, Kāpiti Kōwhai Gruyere, watercress and granny smith salad in a Brezelmania flat white bun, with skin-on fries and kiwi onion dip.",Yes,$24,,,,,Possible,,,,,,,,,,X,,,,,,,,,,X
,Oh Deer,Wholesale Boot Company,wholesale boot company,"Awatoru Wildfood venison with smoked cheddar, pickled red onion, Thai black doris plum sauce and garlic aioli in a Leeds Street Bakery multigrain bun, with potato fries and garlic aioli.",Yes,$26,Fuzz Box,$36,,,Possible,,,,,,,,,,,,,,X,,,,X,,X
,The Wholy Planet,Wholy Mac,wholy mac,"Plant-based mac 'n' cheese and sun-dried tomato patty with baby spinach salad, basil and cashew nut pesto, vegan mayonnaise and Fix & Fogg Everything Butter in a white bun.",,$18,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,X,,,,
,The Stra-BURG-anza 3rio,Wildfire Churrascaria,wildfire churrascaria,"Three sliders three ways
1. Spit-roasted marinated chicken thigh with basil mayonnaise, rocket salad and cow's curd cheese in a Zaida's turmeric-cumin bun, with salsa-verde.
2. Beef patty with sage-garlic infused butter, iceberg lettuce and tomato concasse in a Zaida's charcoal bun, with gorgonzola cream. 
3. Pork scotch with Dijon mustard, watercress, housemade pickles and smoked gouda in a Zaida's paprika milk bun, with cranberry hoisin dipping sauce, truffled polenta fries and sriracha aioli.",Yes,$30,Pickle Beer,$37,,,,,,,Yes,,X,X,,,X,,,,,,X,,X,,X
,Wild Coast,WildKiwi Distillery,wildkiwi distillery,"Crayfish patty with housemade seaweed and blue cheese sauce in a brioche bun, with handcut chips.",Yes,$27,,,,,Possible,Possible,Possible,Possible,Possible,,,,,,,X,,,,,,,,,
,Pork My Belly,Willi's Kitchen,willi's kitchen,"Pulled pork and blue cheese in a spring roll wrap with cos lettuce, pickled red cabbage, housemade aioli and pomegranate sauce in a housemade bun.",,$22,,,,,Possible,,Possible,Possible,Yes,,,,,,X,,,,,,,,X,,
,Black Sheep,Wilson Barbecue,wilson barbecue,"Mānuka-smoked pulled Wairarapa lamb with mesclun, red cabbage, carrot and chipotle mayonnaise in an Arobake squid ink bun.",,$25,Noon Juice,$35,,,,,,,,,,,,X,,,,,,,,,,,
,Hot Mess,Wilson Barbecue @ The Third Eye,wilson barbecue @ the third eye,"Mānuka-smoked beef brisket with brisket mac 'n' cheese, fried jalapeños, brisket jam, pickle and a jalapeño mayonnaise in an Arobake milk bun, with shoestring fries.",Yes,$25,Pickle Beer,$35,,,,,,,,,X,,,,,,,,,,,,X,,X
,An ode to Big Bob,Winner Winner,winner winner,"Buttermilk fried chicken with Apostle Hot Sauce slaw, sweet and spicy pickles, Swiss, tobacco onions and housemade white BBQ sauce in a housemade bun, with handcut triple-fried crinkle cut chips and gravy.",Yes,$22,Pickle Beer,$32,4.2,,,,,,Yes,,,X,,,,,,,,,,,X,,
,The Katsu,Yoshi Sushi & Bento (Press Hall),yoshi sushi & bento (press hall),"Chicken katsu with Japanese-inspired slaw, tonkatsu sauce and mayonnaise in a brioche bun, with shoestring fries and housemade wasabi aioli.",Yes,$16,Noon Juice,$25,,,,,,,Yes,,,X,,,,,,,,,,,,,X
